Reflectivity differences of selected regions
435
Wavelength(nm)   NDS         NDS-error   DBS           DBS-error     SBS          SBS_error
      827.000   0.00514919   0.00220026    0.0246876   0.00471713     0.140155    0.0465846
      828.000   0.00206988   0.00172111    0.0384439   0.00837775     0.149451    0.0533335
      829.000 -0.000294805   0.00173068    0.0578275   0.00961590     0.140885    0.0539430
      830.000  -0.00108547   0.00350028    0.0752911    0.0167114     0.122235    0.0393301
      831.000  -0.00216065   0.00235186    0.0578541   0.00989790     0.108836    0.0314545
      832.000 -0.000993610   0.00139054    0.0332308   0.00587900     0.105277    0.0245482
      833.000  3.25589e-05   0.00123383    0.0210660   0.00272570     0.117534    0.0240337
      834.000 -0.000260741  0.000772736    0.0152324   0.00460406     0.143793    0.0292327
      835.000  0.000502731  0.000191005   0.00480087   0.00211636     0.141061    0.0310991
      836.000  0.000663012  0.000454709  0.000233520   0.00109971     0.153099    0.0362869
      837.000  0.000602167  0.000525343 -0.000685867  0.000844890     0.160787    0.0391987
      838.000  0.000700814  0.000656688 -0.000667870  0.000241650     0.162870    0.0382731
      839.000  0.000925410  0.000440312  -0.00113309  0.000192470     0.164468    0.0392620
      840.000   0.00159462  0.000370719  -0.00130455  0.000550270     0.162993    0.0395048
      841.000   0.00126034  0.000170680  -0.00140919  0.000853115     0.158082    0.0421205
      842.000  0.000623471  0.000294234  -0.00165005  0.000903270     0.166706    0.0454605
      843.000  6.26184e-05  0.000625296 -0.000673711  0.000992245     0.165159    0.0465079
      844.000 -0.000218103  0.000815791  8.74922e-05  0.000622750     0.164823    0.0420412
      845.000 -9.02378e-05  0.000747095 -0.000597533  0.000526140     0.169458    0.0396609
      846.000  0.000968586  0.000428465  -0.00120519   0.00104947     0.163139    0.0387320
      847.000   0.00167251  0.000142346 -0.000614982   0.00110277     0.152863    0.0402539
      848.000   0.00172992  0.000943033   0.00425749   0.00239858     0.152823    0.0423571
      849.000   0.00149200  0.000905878   0.00865224   0.00175808     0.150986    0.0451370
      850.000   0.00252259  0.000868450    0.0108610   0.00364158     0.149517    0.0433149
      851.000   0.00173544  0.000558721   0.00451856   0.00363683     0.159272    0.0426769
      852.000  0.000636026  0.000421231 -0.000636203  0.000359111     0.158948    0.0411046
      853.000  0.000988897  0.000609002  -0.00127970  0.000308080     0.139666    0.0299488
      854.000  0.000902603  0.000298975  -0.00140223  0.000467960     0.127858    0.0233785
      855.000  0.000734022  0.000972856 -0.000269366  0.000879115     0.166513    0.0440361
      856.000   0.00261605   0.00172620 -0.000169722  0.000539430     0.175265    0.0496447
      857.000   0.00149987   0.00125554 -0.000932273  0.000810440     0.171761    0.0477935
      858.000  0.000215577  0.000143636  0.000167392   0.00296300     0.169470    0.0460690
      859.000   0.00163648  0.000629407 -0.000401419   0.00141990     0.165541    0.0449968
      860.000   0.00227425   0.00104117 -6.24824e-05  0.000461768     0.158280    0.0429116
      861.000  0.000897107  0.000690936  0.000206411  0.000406686     0.156409    0.0488206
      862.000  8.80974e-05  0.000503713 -0.000829315  0.000234726     0.151021    0.0449120
      863.000 -0.000178691  0.000588494 -0.000912656  0.000386964     0.154248    0.0434190
      864.000  0.000482497  0.000831868  0.000342720  0.000422588     0.161290    0.0497314
      865.000   0.00268038   0.00198646   0.00187064  0.000451356     0.157833    0.0534765
      866.000   0.00106189  0.000938158   0.00279879   0.00129071     0.153465    0.0506880
      867.000 -0.000223529  0.000392439   0.00145507  0.000491622     0.162394    0.0477948
      868.000 -0.000713721  0.000352055   0.00159263  0.000739340     0.166441    0.0442229
      869.000  -0.00118024  0.000267224   0.00293369   0.00205777     0.164064    0.0462045
      870.000  -0.00119285  0.000353465   0.00126781   0.00144481     0.161881    0.0480963
      871.000 -0.000759305  0.000507447  -0.00106051  0.000384690     0.161272    0.0456102
      872.000 -0.000636379  0.000317493  -0.00189568  0.000294022     0.158741    0.0404472
      873.000 -0.000728597  0.000411849  -0.00140960  0.000976620     0.157684    0.0407725
      874.000 -0.000355124  0.000926041 -0.000794882   0.00146786     0.169216    0.0475129
      875.000  0.000304095  0.000666198 -0.000810208   0.00108089     0.187669    0.0540965
      876.000  0.000841217  0.000224059 -0.000238905  0.000418157     0.194084    0.0546010
      877.000 -6.69473e-05  0.000410106 -0.000451138  0.000715970     0.188131    0.0535685
      878.000  -0.00115163  0.000270737  0.000188483   0.00148335     0.177919    0.0493716
      879.000 -0.000399539  0.000812761  0.000139028  0.000519465     0.170574    0.0482100
      880.000   0.00136694   0.00153190  0.000553498  0.000544170     0.172677    0.0504050
      881.000   0.00124251  0.000725120  0.000375207  0.000562015     0.190203    0.0540715
      882.000   0.00100716  0.000514836  0.000315451   0.00101670     0.194496    0.0533075
      883.000  0.000853726  0.000707142  0.000260900  0.000841150     0.160281    0.0512480
      884.000  0.000431159  0.000470662  5.54631e-05  0.000455218     0.142317    0.0504405
      885.000  0.000175807  0.000313214 -0.000538841  0.000176839     0.139710    0.0531155
      886.000  0.000328027  0.000261101  -0.00111197  0.000227368     0.138877    0.0484966
      887.000  2.27215e-05  5.10232e-05 -0.000698824  0.000353440     0.145322    0.0500680
      888.000  0.000270593  0.000115125 -0.000164229  0.000529095     0.156656    0.0693785
      889.000  0.000972739  0.000212675  2.88012e-05  0.000592840     0.152182    0.0636070
      890.000  0.000430996  0.000290758  9.18517e-05  0.000275769     0.152215    0.0565945
      891.000 -0.000694011  0.000239766  0.000708519  0.000346766     0.158796    0.0543490
      892.000 -0.000444023  0.000404061  0.000670114  0.000362714     0.155573    0.0514045
      893.000 -0.000111881  0.000584808  4.95687e-05  0.000291822     0.158415    0.0659255
      894.000 -0.000293178  0.000252698 -0.000275685  0.000453288     0.164275    0.0680575
      895.000 -0.000751783  0.000525664 -0.000298640  0.000433460     0.176831    0.0668820
      896.000 -0.000471339  0.000583594 -0.000361571  0.000559780     0.164274    0.0614290
      897.000  0.000101444   0.00116896 -0.000678862  0.000331428     0.166734    0.0615055
      898.000  9.97540e-06  0.000305957 -0.000577830  0.000353064     0.187186    0.0604525
      899.000  0.000853586  0.000312472 -0.000817354  0.000359482     0.190553    0.0642450
      900.000  0.000879780  0.000334373 -0.000789576  0.000620470     0.178594    0.0677720
      901.000  0.000342893  0.000452217 -7.46269e-06   0.00101412     0.171998    0.0702815
      902.000 -0.000249912  0.000269904  0.000903591   0.00158961     0.175472    0.0672195
      903.000 -0.000486326  0.000494428   0.00138180   0.00132790     0.188214    0.0637890
      904.000 -0.000410819  0.000683139   0.00282549   0.00181082     0.192862    0.0545300
      905.000 -0.000596604  0.000442967  0.000640251  0.000369082     0.195780    0.0550710
      906.000 -0.000560706  0.000390147 -0.000346927  0.000441398     0.197437    0.0592400
      907.000 -0.000435436  0.000486319 -0.000291761   0.00106289     0.193637    0.0640270
      908.000 -0.000686690  0.000842390  0.000328191   0.00161644     0.190314    0.0810125
      909.000  -0.00145239  0.000730190  1.58716e-05   0.00130729     0.193885    0.0840825
      910.000  -0.00138819  0.000535176 -0.000587599  0.000527345     0.185941    0.0615905
      911.000  0.000215318  0.000597206  -0.00123148  0.000742625     0.194056    0.0678220
      912.000   0.00103094  0.000536282  -0.00147357   0.00103721     0.190549    0.0496302
      913.000  0.000430515  0.000234952 -0.000997314  0.000858760     0.193452    0.0479861
      914.000 -0.000544325  0.000439013 -0.000760484  0.000785090     0.192067    0.0414121
      915.000 -0.000861211  0.000243323 -0.000785971  0.000518795     0.183951    0.0416784
      916.000  -0.00147113  0.000585312 -0.000772784  0.000544450     0.184719    0.0327379
      917.000 -0.000689844   0.00142952 -0.000194997  0.000672630     0.188124    0.0501770
      918.000  0.000313714   0.00125658 -2.63806e-05  0.000802480     0.188688    0.0501535
      919.000   0.00106895  0.000871952   0.00349894   0.00349515     0.202716    0.0571980
      920.000 -5.66243e-06  0.000872775  3.51537e-05  0.000766985     0.183942     0.115443
      921.000 -0.000423789  0.000176626  3.20971e-05  0.000967745     0.169279    0.0949380
      922.000 -0.000508805  0.000938032  0.000404730   0.00105076     0.159072    0.0952660
      923.000 -0.000870033   0.00100651  0.000197407   0.00100642     0.128786    0.0525960
      924.000  -0.00106155  0.000988477 -0.000717096  0.000700000     0.137299    0.0599990
      925.000  0.000949201  0.000461548  -0.00137531  0.000538325     0.145490    0.0658655
      926.000   0.00246199  0.000592774 -0.000457879  0.000511140     0.161480    0.0731660
      927.000   0.00281100  0.000642249   0.00154443  0.000774060     0.130022    0.0469068
      928.000   0.00112111   0.00170227   0.00411981   0.00134507     0.151011    0.0576725
      929.000  -0.00138066   0.00319245   0.00869592   0.00195140     0.207885    0.0889920
      930.000   0.00174691   0.00520137    0.0140469   0.00434440     0.232465    0.0917875
      931.000   0.00396963   0.00220397   0.00913067   0.00167134    0.0995889    0.0234392
      932.000   0.00242221   0.00132057    0.0102350  0.000789365     0.155832    0.0640575
      933.000   0.00222690   0.00163529    0.0140063  0.000916020    0.0683757    0.0168301
